mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	2/4	2	1	f.IV65{						f	i		IV65	IV		65				{	Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
1	0	1/8	3/8	2/4	2	1	i64					V(6)	f	i		i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	4	0.0	0.0	0.5	0.0
2	1	0	0	2/4	2	1	i(9)						f	i		i(9)	i			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
2	1	1/8	1/8	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
2	1	1/4	1/4	2/4	2	1	IV65						f	i		IV65	IV		65					Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
2	1	3/8	3/8	2/4	2	1	i64	-2.20447	7.54629	0.249094	/	V(6)	f	i		i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	4	0.0	0.0	0.5	0.0
3	2	0	0	2/4	2	1	i(9)						f	i		i(9)	i			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
3	2	1/8	1/8	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
3	2	1/4	1/4	2/4	2	1	IV65						f	i		IV65	IV		65					Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
3	2	3/8	3/8	2/4	2	1	i64(+4)	-1.74837	6.7128	-0.332295	/	V7(6)	f	i		i64(+4)	i		64	+4				m	1	1	0, -1, -4	-2	-1.0	0.0	0	4	0.0	0.0	0.5	0.0
4	3	0	0	2/4	2	1	i6(2)						f	i		i6(2)	i		6	2				m	1	1	-4, 0, 1		-1.0	-4.0	0	4	0.0	0.0	0.625	0.0
4	3	1/8	1/8	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.375	0.0
4	3	1/4	1/4	2/4	2	1	V43						f	i		V43	V		43					Mm7	1	1	1, -2, 0, 4		0.0	1.0	0	4	0.0	0.0	0.5	0.0
4	3	3/8	3/8	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
5	4	0	0	2/4	2	1	IIIM7						f	i		IIIM7	III	M	7					MM7	1	1	-4, 0, -3, 1		-4.0	-4.0	0	4	0.0	0.0	0.5	0.0
5	4	1/8	1/8	2/4	2	1	v(#94)						f	i		v(#94)	v			#94				m	1	1	0, -1, 1	2	0.0	0.0	0	4	0.0	0.0	0.5	0.0
5	4	1/4	1/4	2/4	2	1	v						f	i		v	v							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
5	4	3/8	3/8	2/4	2	1	III6					i64	f	i		III6	III		6					M	1	1	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.375	0.0
6	5	0	0	2/4	2	1	i7(9)						f	i		i7(9)	i		7	9				mm7	1	1	-1, -4, 0, -3	1	-1.0	-1.0	0	4	0.0	0.0	0.875	0.0
6	5	1/8	1/8	2/4	2	1	IV64	0.430012	4.89754		/	i(#64)	f	i		IV64	IV		64					M	1	1	-1, -2, 2		-2.0	-1.0	0	3	0.0	0.0	0.375	0.0
6	5	1/4	1/4	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
6	5	3/8	3/8	2/4	2	1	V43/VII	-3.73051	3.72445		/		f	i		V43/VII	V		43		VII			Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0	0	3	0.0	0.0	0.375	0.0
7	6	0	0	2/4	2	1	V7(964)/VII	0.860023	7.01117	-3.3701	/		f	i		V7(964)/VII	V		7	964	VII			Mm7	1	1	-2, -3, 1, -4	0	-2.0	-2.0	0	5	0.0	0.0	1.25	0.0
7	6	1/8	1/8	2/4	2	1	V7(9)/VII	-0.76016	5.92333		/		f	i		V7(9)/VII	V		7	9	VII			Mm7	1	1	-2, 2, -1, -4	0	-2.0	-2.0	0	8	0.0	0.0	1.0	0.0
8	7	0	0	2/4	2	1	I/VII						f	i		I/VII	I				VII			M	1	1	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.875	0.0
8	7	1/8	1/8	2/4	2	1	I(9)/VII|IAC}						f	i		I(9)/VII	I			9	VII	IAC	}	M	1	1	-3, 1, -2	-1	-3.0	-3.0	0	1	0.0	0.0	0.125	0.0
8	7	1/4	1/4	2/4	2	1	IV65{						f	i		IV65	IV		65				{	Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
8	7	3/8	3/8	2/4	2	1	i64					V(6)	f	i		i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	4	0.0	0.0	0.5	0.0
9	8	0	0	2/4	2	1	i(9)						f	i		i(9)	i			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
9	8	1/8	1/8	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
9	8	1/4	1/4	2/4	2	1	IV65						f	i		IV65	IV		65					Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
9	8	3/8	3/8	2/4	2	1	i64					V(6)	f	i		i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	4	0.0	0.0	0.5	0.0
10	9	0	0	2/4	2	1	i(9)						f	i		i(9)	i			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
10	9	1/8	1/8	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
10	9	1/4	1/4	2/4	2	1	IV65						f	i		IV65	IV		65					Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
10	9	3/8	3/8	2/4	2	1	i64(+4)					V7(6)	f	i		i64(+4)	i		64	+4				m	1	1	0, -1, -4	-2	-1.0	0.0	0	4	0.0	0.0	0.5	0.0
11	10	0	0	2/4	2	1	i6(9)						f	i		i6(9)	i		6	9				m	1	1	-4, 0, -1	1	-1.0	-4.0	0	4	0.0	0.0	0.625	0.0
11	10	1/8	1/8	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.375	0.0
11	10	1/4	1/4	2/4	2	1	V43						f	i		V43	V		43					Mm7	1	1	1, -2, 0, 4		0.0	1.0	0	4	0.0	0.0	0.5	0.0
11	10	3/8	3/8	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
12	11	0	0	2/4	2	1	IIIM7						f	i		IIIM7	III	M	7					MM7	1	1	-4, 0, -3, 1		-4.0	-4.0	0	5	0.0	0.0	0.625	0.0
12	11	1/8	1/8	2/4	2	1	VI						f	i		VI	VI							M	1	1	-5, -1, -4		-5.0	-5.0	0	5	0.0	0.0	0.625	0.0
12	11	1/4	1/4	2/4	2	1	III6						f	i		III6	III		6					M	1	1	0, -3, -4		-4.0	0.0	0	5	0.0	0.0	0.625	0.0
12	11	3/8	3/8	2/4	2	1	iv						f	i		iv	iv							m	1	1	-2, -5, -1		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
13	12	0	0	2/4	2	1	VIM7						f	i		VIM7	VI	M	7					MM7	1	1	-5, -1, -4, 0		-5.0	-5.0	0	5	0.0	0.0	0.625	0.0
13	12	1/8	1/8	2/4	2	1	bII						f	i		bII	bII							M	1	1	-6, -2, -5		-6.0	-6.0	0	5	0.0	0.0	0.625	0.0
13	12	3/8	3/8	2/4	2	1	iv7						f	i		iv7	iv		7					mm7	1	1	-2, -5, -1, -4		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
14	13	0	0	2/4	2	1	V|HC}						f	i		V	V					HC	}	M	1	1	0, 4, 1		0.0	0.0	0	5	0.0	0.0	1.25	0.0
14	13	1/4	1/4	2/4	2	1	III.V/vi{	-4.94104	5.17269		/		f	III		V/vi	V				vi		{	M	1	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
15	14	0	0	2/4	2	1	ii6						f	III		ii6	ii		6					m	1	0	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	1.0	0.0
15	14	1/4	1/4	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
15	14	3/8	3/8	2/4	2	1	V7						f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	1	4	0.2	0.0625	0.4375	0.125
16	15	0	0	2/4	2	1	vi						f	III		vi	vi							m	1	0	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
16	15	1/8	1/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5.0	-5.0	0	4	0.0	0.0	0.5	0.0
16	15	1/4	1/4	2/4	2	1	V(64)						f	III		V(64)	V			64				M	1	0	-3, -4, 0		-3.0	-3.0	0	4	0.0	0.0	0.5	0.0
16	15	3/8	3/8	2/4	2	1	#viio7(4)/vi						f	III		#viio7(4)/vi	#vii	o	7	4	vi			o7	1	0	4, -4, -2, -5		4.0	4.0	0	4	0.0	0.0	0.5	0.0
17	16	0	0	2/4	2	1	vi						f	III		vi	vi							m	1	0	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
17	16	1/8	1/8	2/4	2	1	ii7						f	III		ii7	ii		7					mm7	1	0	-2, -5, -1, -4		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
17	16	1/4	1/4	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
17	16	3/8	3/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5.0	-5.0	0	5	0.0	0.0	0.625	0.0
18	17	0	0	2/4	2	1	V(6)						f	III		V(6)	V			6				M	1	0	-3, 1, 0		-3.0	-3.0	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
18	17	1/8	1/8	2/4	2	1	V2					ii%43(^6)/vi	f	III		V2	V		2					Mm7	1	0	-5, -3, 1, -2		-3.0	-5.0	0	3	0.0	0.0	0.375	0.0
18	17	1/4	1/4	2/4	2	1	V/vi}{						f	III		V/vi	V				vi		}{	M	1	0	0, 4, 1		0.0	0.0	0	6	0.0	0.0	1.0	0.0
19	18	0	0	2/4	2	1	ii6						f	III		ii6	ii		6					m	1	0	-5, -1, -2		-2.0	-5.0	0	6	0.0	0.0	1.0	0.0
19	18	1/4	1/4	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
19	18	3/8	3/8	2/4	2	1	V7						f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	1	4	0.2	0.0625	0.4375	0.125
20	19	0	0	2/4	2	1	vi						f	III		vi	vi							m	1	0	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
20	19	1/8	1/8	2/4	2	1	ii65						f	III		ii65	ii		65					mm7	1	0	-5, -1, -4, -2		-2.0	-5.0	0	4	0.0	0.0	0.75	0.0
20	19	1/4	1/4	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.375	0.0
20	19	3/8	3/8	2/4	2	1	ii7						f	III		ii7	ii		7					mm7	1	0	-2, -5, -1, -4		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
21	20	0	0	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	0	5	0.0	0.0	0.625	0.0
21	20	1/8	1/8	2/4	2	1	ii65						f	III		ii65	ii		65					mm7	1	0	-5, -1, -4, -2		-2.0	-5.0	0	4	0.0	0.0	0.625	0.0
21	20	1/4	1/4	2/4	2	1	IV6						f	III		IV6	IV		6					M	1	0	-1, -4, -5		-5.0	-1.0	1	3	0.25	0.0625	0.4375	0.125
21	20	3/8	3/8	2/4	2	1	V7						f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
22	21	0	0	2/4	2	1	I|PAC}						f	III		I	I					PAC	}	M	1	0	-4, 0, -3		-4.0	-4.0	0	3	0.0	0.0	0.375	0.0
22	21	1/8	1/8	2/4	2	1	ii65{						f	III		ii65	ii		65				{	mm7	1	0	-5, -1, -4, -2		-2.0	-5.0	0	5	0.0	0.0	0.625	0.0
22	21	1/4	1/4	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	0	5	0.0	0.0	0.625	0.0
22	21	3/8	3/8	2/4	2	1	ii7						f	III		ii7	ii		7					mm7	1	0	-2, -5, -1, -4		-2.0	-2.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
23	22	0	0	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4.0	0.0	0	5	0.0	0.0	0.625	0.0
23	22	1/8	1/8	2/4	2	1	viio/V						f	III		viio/V	vii	o			V			o	1	0	2, -1, -4		2.0	2.0	0	5	0.0	0.0	0.625	0.0
23	22	1/4	1/4	2/4	2	1	V7						f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	1	6	0.14285714285714285	0.0625	0.5	0.1111111111111111
23	22	3/8	3/8	2/4	2	1	vi					ii/V	f	III		vi	vi							m	1	0	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
24	23	0	0	2/4	2	1	VII.V(64)						f	VII		V(64)	V			64				M	1	0	-2, -3, 1		-2.0	-2.0	0	4	0.0	0.0	0.875	0.0
24	23	1/8	1/8	2/4	2	1	V7(94)	0	4.71626		/		f	VII		V7(94)	V		7	94				Mm7	1	0	-2, -3, -1, -4	0	-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
24	23	1/4	1/4	2/4	2	1	V(64)						f	VII		V(64)	V			64				M	1	0	-2, -3, 1		-2.0	-2.0	0	4	0.0	0.0	0.625	0.0
24	23	3/8	3/8	2/4	2	1	V7(4)						f	VII		V7(4)	V		7	4				Mm7	1	0	-2, -3, -1, -4		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
25	24	0	0	2/4	2	1	V(64)	0	-8		/		f	VII		V(64)	V			64				M	1	0	-2, -3, 1		-2.0	-2.0	0	4	0.0	0.0	1.0	0.0
25	24	1/8	1/8	2/4	2	1	V(94)						f	VII		V(94)	V			94				M	1	0	-2, -3, -1	0	-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
25	24	1/4	1/4	2/4	2	1	V7(94)						f	VII		V7(94)	V		7	94				Mm7	1	0	-2, -3, -1, -4	0	-2.0	-2.0	0	1	0.0	0.0	0.125	0.0
25	24	3/8	3/8	2/4	2	1	V7	-0.854296	-4.58614		/		f	VII		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
26	25	0	0	2/4	2	1	I|PAC}						f	VII		I	I					PAC	}	M	1	0	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	0.375	0.0
26	25	1/8	1/8	2/4	2	1	IV{						f	VII		IV	IV						{	M	1	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	1.0	0.0
26	25	1/4	1/4	2/4	2	1	I6(13)						f	VII		I6(13)	I		6	13				M	1	0	1, -2, -3	0	-3.0	1.0	0	2	0.0	0.0	0.25	0.0
26	25	3/8	3/8	2/4	2	1	V43(4)	-1.28144	-2.59278		/		f	VII		V43(4)	V		43	4				Mm7	1	0	-1, -4, -2, -3		-2.0	-1.0	0	4	0.0	0.0	0.5	0.0
27	26	0	0	2/4	2	1	I						f	VII		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.5	0.0
27	26	1/8	1/8	2/4	2	1	I6						f	VII		I6	I		6					M	1	0	1, -2, -3		-3.0	1.0	0	5	0.0	0.0	0.625	0.0
27	26	1/4	1/4	2/4	2	1	IV						f	VII		IV	IV							M	1	0	-4, 0, -3		-4.0	-4.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
27	26	3/8	3/8	2/4	2	1	V7						f	VII		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
28	27	0	0	2/4	2	1	vi						f	VII		vi	vi							m	1	0	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.5	0.0
28	27	1/8	1/8	2/4	2	1	IV	0	5.53933		/		f	VII		IV	IV							M	1	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	0.75	0.0
28	27	1/4	1/4	2/4	2	1	I6(13)						f	VII		I6(13)	I		6	13				M	1	0	1, -2, -3	0	-3.0	1.0	0	4	0.0	0.0	0.5	0.0
28	27	3/8	3/8	2/4	2	1	ii7	-3.49674	7.84704	0.300734	/	iv7/vi	f	VII		ii7	ii		7					mm7	1	0	-1, -4, 0, -3		-1.0	-1.0	0	6	0.0	0.0	0.625	0.0
29	28	0	0	2/4	2	1	v.i6	-0.76016	7.84704	0.248101	/		f	v		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
29	28	1/8	1/8	2/4	2	1	V7	-0.38008	7.5764	0.415383	/		f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	6	0.0	0.0	0.75	0.0
29	28	1/4	1/4	2/4	2	1	i|PAC}	-2.73658	7.85849		/		f	v		i	i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
30	29	0	0	2/4	2	1	i[i{	0.304064	4.62025	-5.80933	/		f	v	i	i	i						{	m	1	1	0, -3, 1		0.0	0.0	2	10	0.16666666666666666	0.25	1.75	0.125
31	30	0	0	2/4	2	1	iv6						f	v	i	iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.875	0.0
31	30	1/8	1/8	2/4	2	1	V						f	v	i	V	V							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
31	30	1/4	1/4	2/4	2	1	i						f	v	i	i	i							m	1	1	0, -3, 1		0.0	0.0	2	15	0.11764705882352941	0.25	2.5	0.09090909090909091
33	32	0	0	2/4	2	1	iv						f	v	i	iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	7	0.125	0.0625	1.1875	0.05
33	32	1/4	1/4	2/4	2	1	V7						f	v	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	6	0.0	0.0	0.75	0.0
34	33	0	0	2/4	2	1	i]|PAC}						f	v	i	i	i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	4	13	0.23529411764705882	0.3125	2.3125	0.11904761904761904
35	34	1/4	1/4	2/4	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.625	0.0
35	34	3/8	3/8	2/4	2	1	V/VII	-1.18253	7.07107	0.474344	/		f	v		V/VII	V				VII			M	1	1	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
36	35	0	0	2/4	2	1	vi/VII						f	v		vi/VII	vi				VII			m	1	1	1, -2, 2		1.0	1.0	1	4	0.2	0.0	0.5	0.0
36	35	1/8	1/8	2/4	2	1	viio6/VII						f	v		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3.0	0.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
36	35	3/8	3/8	2/4	2	1	iii/VII	-2.47257	5.55791		/		f	v		iii/VII	iii				VII			m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
37	36	0	0	2/4	2	1	IV/VII						f	v		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3.0	-3.0	1	5	0.16666666666666666	0.0625	1.3125	0.045454545454545456
37	36	1/4	1/4	2/4	2	1	V7|HC}						f	v		V7	V		7			HC	}	Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.625	0.0
38	37	0	0	2/4	2	1	i{						f	v		i	i						{	m	1	1	0, -3, 1		0.0	0.0	2	5	0.2857142857142857	0.0625	0.5625	0.1
38	37	1/4	1/4	2/4	2	1	VII/v.IV6						f	VII/v		IV6	IV		6					M	1	0	1, -2, -3		-3.0	1.0	0	4	0.0	0.0	0.625	0.0
38	37	3/8	3/8	2/4	2	1	viio						f	VII/v		viio	vii	o						o	1	0	3, 0, -3		3.0	3.0	0	3	0.0	0.0	0.375	0.0
39	38	0	0	2/4	2	1	I						f	VII/v		I	I							M	1	0	-2, 2, -1		-2.0	-2.0	1	4	0.2	0.0	0.5	0.0
39	38	1/8	1/8	2/4	2	1	ii6						f	VII/v		ii6	ii		6					m	1	0	-3, 1, 0		0.0	-3.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
39	38	3/8	3/8	2/4	2	1	V						f	VII/v		V	V							M	1	0	-1, 3, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
40	39	0	0	2/4	2	1	I|PAC}						f	VII/v		I	I					PAC	}	M	1	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
40	39	1/8	1/8	2/4	2	1	IV{						f	VII/v		IV	IV						{	M	1	0	-3, 1, -2		-3.0	-3.0	0	5	0.0	0.0	1.0	0.0
40	39	1/4	1/4	2/4	2	1	I6(13)						f	VII/v		I6(13)	I		6	13				M	1	0	2, -1, -2	1	-2.0	2.0	0	2	0.0	0.0	0.25	0.0
40	39	3/8	3/8	2/4	2	1	V43(4)						f	VII/v		V43(4)	V		43	4				Mm7	1	0	0, -3, -1, -2		-1.0	0.0	0	4	0.0	0.0	0.5	0.0
41	40	0	0	2/4	2	1	I						f	VII/v		I	I							M	1	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
41	40	1/8	1/8	2/4	2	1	I6						f	VII/v		I6	I		6					M	1	0	2, -1, -2		-2.0	2.0	0	5	0.0	0.0	0.625	0.0
41	40	1/4	1/4	2/4	2	1	IV						f	VII/v		IV	IV							M	1	0	-3, 1, -2		-3.0	-3.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
41	40	3/8	3/8	2/4	2	1	V7						f	VII/v		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1.0	-1.0	0	5	0.0	0.0	0.625	0.0
42	41	0	0	2/4	2	1	vi						f	VII/v		vi	vi							m	1	0	1, -2, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
42	41	1/8	1/8	2/4	2	1	IV						f	VII/v		IV	IV							M	1	0	-3, 1, -2		-3.0	-3.0	0	5	0.0	0.0	0.875	0.0
