mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.5	0	3/8	6/8	2	1	g#.i{		g#	i		i		i						{	m	1	1	0, -3, 1		0	0
2	1	3/2	3.0	0	0	6/8	2	1	i6		g#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
3	2	9/2	1.5	0	0	6/8	2	1	i6(+6)		g#	i		i6(+6)		i		6	+6				m	1	1	-3, 1, 0	-4	0	-3
3	2	6	1.5	3/8	3/8	6/8	2	1	i6(+#6)		g#	i		i6(+#6)		i		6	+#6				m	1	1	-3, 1, 0	3	0	-3
4	3	15/2	1.5	0	0	6/8	2	1	i6(7)		g#	i		i6(7)		i		6	7				m	1	1	-3, 1, -2		0	-3
4	3	9	1.5	3/8	3/8	6/8	2	1	V43		g#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	4	21/2	1.5	0	0	6/8	2	1	i		g#	i		i		i							m	1	1	0, -3, 1		0	0
5	4	12	1.5	3/8	3/8	6/8	2	1	V7		g#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	27/2	3.0	0	0	6/8	2	1	i6		g#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	6	33/2	1.5	0	0	6/8	2	1	ii%7(11)		g#	i		ii%7(11)		ii	%	7	11				%7	1	1	2, -1, -4, 0	1	2	2
7	6	18	1.5	3/8	3/8	6/8	2	1	ii%65/v		g#	i		ii%65/v		ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
8	7	39/2	1.5	0	0	6/8	2	1	i6/v		g#	i		i6/v		i		6		v			m	1	1	-2, 2, 1		1	-2
8	7	21	1.5	3/8	3/8	6/8	2	1	i/v		g#	i		i/v		i				v			m	1	1	1, -2, 2		1	1
9	8	45/2	1.0	0	0	6/8	2	1	i(94)/v}		g#	i		i(94)/v		i			94	v		}	m	1	1	1, 0, 2	3	1	1
9	8	47/2	0.5	1/4	1/4	6/8	2	1	i/v		g#	i		i/v		i				v			m	1	1	1, -2, 2		1	1
9	8	24	1.5	3/8	3/8	6/8	2	1	I/III{		g#	i		I/III		I				III		{	M	1	1	-3, 1, -2		-3	-3
10	9	51/2	1.5	0	0	6/8	2	1	I6/III		g#	i		I6/III		I		6		III			M	1	1	1, -2, -3		-3	1
10	9	27	1.0	3/8	3/8	6/8	2	1	I6(4)/III		g#	i		I6(4)/III		I		6	4	III			M	1	1	-4, -2, -3		-3	-4
10	9	28	0.5	5/8	5/8	6/8	2	1	I6/III		g#	i		I6/III		I		6		III			M	1	1	1, -2, -3		-3	1
11	10	57/2	1.5	0	0	6/8	2	1	vii%2(9)/V/III		g#	i		vii%2(9)/V/III		vii	%	2	9	V/III			%7	1	1	1, 3, 0, -3	-2	3	1
11	10	30	1.5	3/8	3/8	6/8	2	1	V43/III		g#	i		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
12	11	63/2	1.5	0	0	6/8	2	1	iv.#vii%7		g#	iv		#vii%7		#vii	%	7					%7	1	1	5, 2, -1, 3		5	5
12	11	33	1.5	3/8	3/8	6/8	2	1	#vii%2		g#	iv		#vii%2		#vii	%	2					%7	1	1	3, 5, 2, -1		5	3
13	12	69/2	1.0	0	0	6/8	2	1	#vii%65		g#	iv		#vii%65		#vii	%	65					%7	1	1	2, -1, 3, 5		5	2
13	12	71/2	1.5	1/4	1/4	6/8	2	1	V65		g#	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	12	37	0.5	5/8	5/8	6/8	2	1	IV2(9)		g#	iv		IV2(9)		IV		2	9				Mm7	1	1	-3, -1, 3, 0	1	-1	-3
14	13	75/2	1.5	0	0	6/8	2	1	V43		g#	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
14	13	39	3.0	3/8	3/8	6/8	2	1	i|IAC}		g#	iv		i		i					IAC	}	m	1	1	0, -3, 1		0	0
15	14	42	1.5	3/8	3/8	6/8	2	1	ii7{		g#	iv		ii7		ii		7				{	mm7	1	1	2, -1, 3, 0		2	2
16	15	87/2	1.5	0	0	6/8	2	1	i6		g#	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
16	15	45	1.0	3/8	3/8	6/8	2	1	IV7(9)		g#	iv		IV7(9)		IV		7	9				Mm7	1	1	-1, 3, 0, -3	1	-1	-1
16	15	46	0.5	5/8	5/8	6/8	2	1	IV7		g#	iv		IV7		IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
17	16	93/2	1.5	0	0	6/8	2	1	V7		g#	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	48	1.5	3/8	3/8	6/8	2	1	i|PAC}		g#	iv		i		i					PAC	}	m	1	1	0, -3, 1		0	0
17	16	49	0.0	5/8	5/8	6/8	2	1	{		g#	iv										{		1	1				
18	17	99/2	3.0	0	0	6/8	2	1	i		g#	iv		i		i							m	1	1	0, -3, 1		0	0
19	18	105/2	3.0	0	0	6/8	2	1	i.iv2		g#	i		iv2		iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
20	19	111/2	6.0	0	0	6/8	2	1	ii%7		g#	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
22	21	123/2	2.0	0	0	6/8	2	1	V		g#	i		V		V							M	1	1	1, 5, 2		1	1
22	21	127/2	1.0	1/2	1/2	6/8	2	1	V7/iv		g#	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
23	22	129/2	1.0	0	0	6/8	2	1	V7(9)/iv		g#	i		V7(9)/iv		V		7	9	iv			Mm7	1	1	0, 4, 1, -2	-5	0	0
23	22	131/2	0.5	1/4	1/4	6/8	2	1	iv(94)		g#	i		iv(94)		iv			94				m	1	1	-1, -2, 0	1	-1	-1
23	22	66	1.0	3/8	3/8	6/8	2	1	iv		g#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
23	22	67	0.5	5/8	5/8	6/8	2	1	iv(+6)		g#	i		iv(+6)		iv			+6				m	1	1	-1, -4, 0	2	-1	-1
24	23	135/2	1.5	0	0	6/8	2	1	VII7		g#	i		VII7		VII		7					Mm7	1	1	-2, 2, -1, -4		-2	-2
24	23	69	1.5	3/8	3/8	6/8	2	1	IIIM7		g#	i		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
25	24	141/2	1.5	0	0	6/8	2	1	VIM7(11)		g#	i		VIM7(11)		VI	M	7	11				MM7	1	1	-4, 0, -3, 1	2	-4	-4
25	24	72	1.0	3/8	3/8	6/8	2	1	ii%7		g#	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
25	24	73	0.5	5/8	5/8	6/8	2	1	ii%7(6)		g#	i		ii%7(6)		ii	%	7	6				%7	1	1	2, -1, -2, 0		2	2
26	25	147/2	1.5	0	0	6/8	2	1	ii/iv		g#	i		ii/iv		ii				iv			m	1	1	1, -2, 2		1	1
26	25	75	0.5	3/8	3/8	6/8	2	1	ii7/iv		g#	i		ii7/iv		ii		7		iv			mm7	1	1	1, -2, 2, -1		1	1
